user_id,gender,username,origin,age,country,geolife,income,length_of_trip,social_state,agreeableness,place_id,place_type,rating
b50834ac-6fcf-4782-8863-afb8482e533b,Female,briannaroberts,Normandie,52,France,wealthy family suburbanite,High,short-term,Couple,0.9,ChIJiQpZwHTe4EcRLojpWB1X_Lc,nature,4
657911f3-6f08-4c7e-b579-4490e99db49e,Female,jenniferbruce,Foreigner,67,Western Europe,growing peri-urban,Average,short-term,Couple,0.8,ChIJQcoORDTe4EcRBiIHzAgi80c,cultural,5
eb6b4cf7-2ce0-41c2-82d8-9c22d8f1ced7,Female,alyssawood,Foreigner,28,Germany,dynamic urban,Average,long-term,Couple,0.6000000000000001,ChIJ56REETrc4EcRASslJ1yKRKw,cultural,5
5e50037c-19c9-4507-b5d5-2e64d8d54f85,Male,williamward,Other regions,25,France,popularity,Low,short-term,Couple,0.4,ChIJ0Ylv_xze4EcRbpTsLbiACj4,nature,2
d687ab81-6382-4c24-9445-41167587e820,Male,robertspears,Other regions,16,France,dynamic urban,High,short-term,Family,0.5,ChIJhYbi69Xd4EcROifQ23j1Uvs,entertainment,4
1cc6e68e-6eb4-4dc4-905b-ba6b4bc523ef,Male,michaeltaylor,Normandie,75,France,wealthy family suburbanite,High,short-term,Couple,0.9,ChIJo5NrKyvc4EcR_oyTSC3zLFk,cultural,5
20f8f787-3077-48af-a240-4d34c6ca48ae,Female,amberperez,Other regions,17,France,dynamic urban,High,short-term,Alone,0.4,ChIJL5Z1D8rb4EcRF_T8_f7Ooe4,entertainment,5
9aba2bb2-f948-437c-b53c-dbd467384234,Female,jessicaharvey,Foreigner,21,Germany,dynamic urban,High,short-term,Family,0.4,ChIJK9h9xZ7n4EcRHgZ6Ebe_0kE,shopping,5
2bc4ebb4-5628-4186-b6e0-64315252e6a3,Female,emilysmith,Other regions,53,France,traditional rural,High,short-term,Couple,0.7000000000000001,ChIJvRaivT_e4EcR0rB9yC_4610,cultural,5
35c7bc5d-4797-4817-8ea6-e44f50d522d6,Male,jamesdouglas,Other regions,39,France,dynamic urban,High,short-term,Couple,0.4,ChIJhYbi69Xd4EcROifQ23j1Uvs,entertainment,3
e7793df4-ee2c-436d-b573-b05c1ad7ad6c,Female,angelajones,Normandie,41,France,traditional rural,Low,short-term,Alone,0.30000000000000004,ChIJe-bX7yvh4EcRNvbUiMN2dtY,night_life,3
14e75ef1-0b9d-4e47-aecb-558e6900d056,Male,josephwalton,Other regions,16,France,growing peri-urban,Average,long-term,Couple,0.1,ChIJyeKF_Jfd4EcRLH9QU1dHdr0,cultural,3
ca5a091d-b5b4-413a-b582-9910f5c5ba6c,Female,anneberry,Normandie,50,France,affluent family urban,High,short-term,Family,0.9,ChIJM3SGzXje4EcR5RunNcjCw1E,cultural,5
f75487b8-aa03-4406-8220-d7321226ef84,Male,stevenross,Other regions,60,France,urban middle class,Average,short-term,Alone,0.1,ChIJCZZ1QtPf4EcRlkWRy3c0HiA,cultural,5
354f8ed3-5ed7-4176-9686-5d8d6b2e3eb8,Female,sharonedwards,Other regions,51,France,disadvantaged urban,Low,long-term,Family,0.7000000000000001,ChIJ_REyST_e4EcRgt-TcKbdXWw,sport,4
71024198-a9b3-45c5-8755-8206fd4d7c4f,Male,alexanderramirez,Other regions,49,France,dynamic urban,High,short-term,Couple,0.9,ChIJya7BI3je4EcRl_42BnB93xM,night_life,5
4c5c7fc5-8f5f-4d29-8647-f47cfdbd6d18,Female,jessicasanchez,Other regions,58,France,popularity,Low,short-term,Alone,0.5,ChIJbUnguHje4EcRGrDOQHffBvs,cultural,4
19e1cba2-365b-44b4-a9a8-5b026601093d,Female,lisamclean,Other regions,26,France,growing peri-urban,Average,short-term,Couple,0.7000000000000001,ChIJXSUILHne4EcRk0chYVBhqjs,entertainment,5
1a541e44-4b01-4dbb-aaed-23d008ce351c,Female,crystalanderson,Normandie,17,France,dynamic rural,Average,long-term,Alone,0.2,ChIJKcJl54He4EcRaVdfQ7qAQKQ,cultural,3
9ebd4625-1561-4159-b6e1-948398fbec83,Male,trevorgonzalesdds,Normandie,15,France,affluent family urban,High,short-term,Couple,0.9,ChIJX6ixqRLe4EcRC3i7LZWJlXk,nature,5
ec465777-7549-4bba-b6e3-3124662bf30c,Female,brendasimon,Other regions,24,France,growing peri-urban,Average,short-term,Family,0.30000000000000004,duidvjbe0X_x5PTcDt3QaQ,cultural,3
20f8f787-3077-48af-a240-4d34c6ca48ae,Female,amberperez,Other regions,17,France,dynamic urban,High,short-term,Alone,0.4,ChIJX7ZNMj3c4EcRS5jtxcngUy0,night_life,3
f0b39451-3325-423f-9116-ecb2220f5330,Female,barbarawilliamsmd,Foreigner,33,Western Europe,affluent family urban,High,long-term,Family,0.8,ATJmRHfP48irSYUghq0U1g,cultural,4
5e50037c-19c9-4507-b5d5-2e64d8d54f85,Male,williamward,Other regions,25,France,popularity,Low,short-term,Couple,0.4,ChIJP5wVb3De4EcRMXjBWyVSK80,night_life,3
c3151124-e5bc-4977-9adc-ab971006b9b1,Male,garypierce,Foreigner,40,USA,affluent family urban,High,long-term,Couple,0.8,ChIJM7n96GPe4EcRRCXT5Kbgpk8,cultural,5
8417458a-567d-4edd-ac97-6df8424a70e4,Female,nicolegould,Normandie,45,France,affluent family urban,Low,long-term,Alone,0.30000000000000004,ChIJL6XlBNbd4EcRxJk6rb11ElM,cultural,3
a866ebb8-20b6-4bb6-aafd-4cf8e55f0c27,Male,jameswong,Normandie,66,France,dynamic urban,High,short-term,Alone,0.30000000000000004,ChIJ-ZXz3fvf4EcRcTdqhdxzOz4,nature,3
178e7f78-af62-4336-9aab-e10dc1053f41,Male,terryhall,Normandie,16,France,rural worker,Low,short-term,Couple,0.2,ChIJr5i7XHje4EcRKZCA7SSyXjo,night_life,3
e91bee10-87ae-4040-b2aa-80226dc0ebef,Male,stevenblack,Other regions,60,France,disadvantaged urban,Low,short-term,Family,0.7000000000000001,ChIJaYhLwF_d4EcRxwyhnz5Zoks,sport,3
c7f75e37-ce1a-4fe9-bd4a-5e201f5e1d38,Male,craigmoreno,Foreigner,63,Eastern Europe,dynamic rural,Average,short-term,Family,0.9,ChIJs7DUCdPd4EcRioa2RQS8Hq8,cultural,5
dbb8f820-35e9-4957-85f2-8bf7ec6d0f84,Male,nicholasellis,Foreigner,32,Western Europe,affluent family urban,High,short-term,Couple,0.4,ChIJ7d2ezCzf4EcR2cvUga5gzBk,food,5
fb49acc7-2d29-47b1-ae82-81a399880ced,Male,charlesblack,Other regions,73,France,urban middle class,Average,short-term,Couple,0.30000000000000004,ChIJbUst48Hd4EcRe-ZrM8Vvrgg,cultural,3
9c35cf3c-e75f-4ca8-914a-571a0a6e558c,Female,jessicavazquez,Foreigner,28,USA,traditional rural,Low,short-term,Alone,0.5,ChIJrcY4NwXf4EcR5UbfaXadtB0,nature,5
ebcf4e70-fd02-4ff1-9a69-205ae3da9349,Female,danielleperkins,Other regions,17,France,popularity,Low,short-term,Family,0.9,ChIJV1-Xc_zd4EcRa2p6PugMusA,entertainment,5
f2d4f4f2-f09e-4d5b-9465-6ce4a5a20110,Male,donaldwhite,Other regions,15,France,urban middle class,Average,short-term,Couple,0.7000000000000001,ChIJN_eRf9jd4EcR659GYccdzKc,night_life,5
775ff19e-ebb4-4efc-ab7f-3941d5ff80e5,Female,kristytaylor,Normandie,41,France,urban middle class,Average,short-term,Family,0.2,ChIJ2RZLR3ne4EcROVPaTTEbfsw,food,3
47cec353-ccbd-4b42-9653-a5c998ca42d8,Male,williamwells,Foreigner,23,Western Europe,popularity,Low,short-term,Family,0.8,ChIJmRAUE0_c4EcRpNlRDX4QEvE,cultural,5
c032f6ad-c775-4be2-9933-f4a6fb9dcab7,Male,adamtodd,Foreigner,17,Western Europe,wealthy family suburbanite,High,long-term,Family,0.4,ChIJEeSEExve4EcR2ivqADNEQWo,cultural,3
0de9c6a9-8636-4a6b-85df-7387519d49f5,Male,michaeljones,Normandie,79,France,dynamic urban,High,short-term,Couple,0.6000000000000001,ChIJPaapi9jd4EcRI9Y5x7Nbb30,shopping,5
745a2421-3110-4a91-95d2-29ada705a9f8,Female,catherinelane,Other regions,37,France,traditional rural,Low,short-term,Family,0.8,D9NxTnKHZcRezASxSNSV8w,food,5
9b87be50-f3bf-4883-8e34-65e7f42babe9,Male,anthonyosborne,Other regions,17,France,dynamic urban,High,short-term,Couple,0.1,ChIJmXG0Idjd4EcR0UE58g4hJ7Q,night_life,2
47cec353-ccbd-4b42-9653-a5c998ca42d8,Male,williamwells,Foreigner,23,Western Europe,popularity,Low,short-term,Family,0.8,ChIJ8ai-Kyvc4EcR-UUA805OY_Q,cultural,5
6fd630c2-bd28-4274-a476-b1fddfe5b517,Male,matthewmorgan,Foreigner,16,Germany,growing peri-urban,Average,short-term,Family,0.2,ChIJR3c2ahze4EcRhdQY66dHnpY,nature,2
f75487b8-aa03-4406-8220-d7321226ef84,Male,stevenross,Other regions,60,France,urban middle class,Average,short-term,Alone,0.1,ChIJM7D-SRPe4EcRknxCTrlivBA,nature,3
b101001f-4d2c-4a2e-b73f-a4ca006a7d96,Female,daisywalker,Normandie,58,France,popularity,Low,short-term,Couple,0.6000000000000001,ChIJAZHNFxfe4EcRxbSmbVohVAw,nature,4
f5008c2c-5675-47ea-bc36-86a8ae161c8d,Female,jilldennis,Normandie,14,France,popularity,Low,short-term,Family,0.4,ChIJi0TdCODd4EcRRADi9vDwdw4,nature,5
85b603f8-1b74-46a0-b1ae-19ccbd1c0c49,Male,nicholaskirby,Normandie,60,France,urban middle class,Average,short-term,Family,0.4,ChIJrcY4NwXf4EcR5UbfaXadtB0,nature,5
b7dcf6a9-eb80-432a-8e3d-50005f0b404b,Male,adammartin,Foreigner,23,Western Europe,wealthy family suburbanite,Average,short-term,Family,0.9,ChIJ-ZXz3fvf4EcRcTdqhdxzOz4,nature,5
300506d9-47fb-484c-b9e0-c768e210f5c0,Male,brianthompson,Other regions,15,France,affluent family urban,Low,short-term,Couple,0.6000000000000001,ChIJm9DZunDc4EcRvtctV8PRHLo,entertainment,5
519b2836-987d-427b-99d9-2031662d488c,Male,anthonydiaz,Other regions,16,France,disadvantaged urban,Low,short-term,Alone,0.30000000000000004,ChIJCf9wr9_d4EcRYTk-9oPDyQE,nature,2
6f025dab-5045-4fa6-a212-70a37cc05226,Female,michellejohnson,Normandie,25,France,disadvantaged urban,High,short-term,Couple,0.9,ChIJDSSynNLf4EcRvpJtIaFlxdU,food,5
0db96118-5799-494b-9a37-43258f049135,Female,andreathompson,Normandie,17,France,disadvantaged urban,Low,short-term,Couple,0.9,ChIJrUsbxZ_d4EcRywgbADqLyNY,nature,5
27e97583-3cb2-4836-b594-eb12a4130b77,Female,theresamueller,Normandie,55,France,traditional rural,Low,short-term,Couple,0.5,ChIJpRN021Dn4EcRBsbn9eOO6Tw,night_life,5
ee5ac028-6506-47fc-ae52-b64817cd50f9,Female,mariarhodes,Foreigner,15,Western Europe,growing peri-urban,Low,short-term,Couple,0.1,ChIJZfSDI0Pd4EcRIEqnYj2dNP4,night_life,5
e74d65a7-dd10-4f1b-a08a-457cc94a3c06,Female,cherylmitchell,Other regions,47,France,rural worker,Low,short-term,Couple,0.7000000000000001,ChIJHZ3c_2je4EcRr8AALBWmeg4,night_life,4
7854d4d6-1aaa-479d-ae36-7817d8cf7b1d,Male,charlesmiller,Normandie,61,France,growing peri-urban,Average,short-term,Couple,0.8,ChIJnWOL3gTe4EcRf0ppTyrs_RQ,nature,5
f2df1e62-75e7-439a-b0bb-7f7472670ff8,Female,juliacopeland,Normandie,62,France,popularity,Low,short-term,Alone,0.1,ChIJe4ZEJOLd4EcRNUXSNzwtY1U,sport,3
bf54ea5e-ced3-415e-abe7-807e3ec19105,Male,jaredwilson,Other regions,24,France,dynamic urban,High,long-term,Couple,0.30000000000000004,ChIJB7TTw-Td4EcRc9PfTilte5M,entertainment,3
8b234e00-2c4d-43a4-8614-f83e91aee53d,Male,williamcrawford,Normandie,57,France,dynamic urban,High,short-term,Alone,0.8,ChIJKcJl54He4EcRaVdfQ7qAQKQ,cultural,5
5cf8f4ce-a0bb-4e3c-a189-d0d942c48826,Male,chadmiller,Other regions,66,France,rural worker,Low,short-term,Alone,0.6000000000000001,ChIJlSexIIne4EcRS_TdptMtAk4,nature,5
29ed4f79-8296-4ede-80f4-6fa67fe850a6,Male,willieturner,Normandie,23,France,dynamic urban,High,long-term,Alone,0.30000000000000004,ChIJEX_ivOXd4EcR5jrE_-2X44M,accommodation,5
9cda16d6-add1-47be-bf6d-81b535c31880,Male,jasoncarney,Other regions,71,France,dynamic rural,Average,short-term,Alone,0.9,ChIJxX5fzx3e4EcRYFs9KIky6cg,nature,5
bc6615d0-806a-405a-ac33-db0115215d66,Female,misscynthialarson,Normandie,19,France,affluent family urban,Low,long-term,Family,0.7000000000000001,ChIJj660s5Ld4EcRBr655ecBpac,entertainment,5
d02507ba-0655-4e83-b964-0b5e8725c01e,Female,kathrynconway,Other regions,25,France,growing peri-urban,Average,short-term,Couple,0.7000000000000001,ChIJL3o7sNfd4EcRejBzC5jSWww,accommodation,4
ce472312-f0c6-4dc9-aaaa-815adfb541e2,Female,amandabell,Other regions,72,France,dynamic rural,Average,short-term,Couple,0.4,ChIJ_X42I9vd4EcRowzfJ0rR-nY,cultural,5
60a83e4b-3cad-4db7-9ff5-d42b8cb8ee6b,Female,chelseamoore,Normandie,61,France,urban middle class,Average,short-term,Family,0.30000000000000004,ChIJ1YAVgVff4EcRzr-grqFVVB4,nature,5
079de5a5-ec08-476d-b7ad-b56b67428f97,Male,jameslee,Other regions,26,France,growing peri-urban,Low,long-term,Family,0.5,ChIJL5Z1D8rb4EcRF_T8_f7Ooe4,entertainment,5
19964965-1a5a-4bfa-8e8c-37c739e2cc20,Female,melaniegreen,Normandie,70,France,wealthy family suburbanite,Average,short-term,Family,0.8,ChIJY9MMKajd4EcRDtsW1-KOSgc,nature,5
1de04a21-63c9-43e9-bdec-634d9c6e8dc2,Female,reneehartman,Normandie,25,France,urban middle class,Low,short-term,Alone,0.1,ChIJ1Wfwl_-eDEEReB3SA4Vybrs,night_life,3
006a6c74-6c90-450b-9776-2685cce909f9,Female,jenniferfranklin,Normandie,48,France,urban middle class,Average,short-term,Alone,0.2,ChIJY9MMKajd4EcRDtsW1-KOSgc,nature,3
24e06525-cbee-44e9-ac6f-162366a78355,Male,michaelwashington,Foreigner,27,Belgium,traditional rural,Low,short-term,Couple,0.9,ChIJU6psz8Xd4EcRMw6Xt3yT9X8,cultural,5
82ca9159-b345-451b-96c5-dd1675769e0b,Male,jimmymaxwell,Foreigner,18,Germany,wealthy family suburbanite,High,short-term,Alone,0.4,ChIJE9qUTaje4EcRWXhOtglGRew,cultural,5
80da451b-686f-43e9-9c7c-6ee49306b546,Female,juliecollins,Other regions,14,France,popularity,Low,long-term,Family,0.5,ChIJgZFJ9dXd4EcRehDh8e4mCvs,night_life,4
54fb7335-a1e0-4069-a105-c8ad2eadac66,Male,robertowhitney,Foreigner,16,USA,growing peri-urban,Average,short-term,Alone,0.30000000000000004,VI230ejD5yedEX1lWGxSrg,food,3
19e1cba2-365b-44b4-a9a8-5b026601093d,Female,lisamclean,Other regions,26,France,growing peri-urban,Average,short-term,Couple,0.7000000000000001,ChIJx__XP4vf4EcRn4_FI37-V6U,food,5
9e6b2bdd-d0f5-42d1-aaca-6b4bfd81c550,Male,bradleymyers,Normandie,15,France,rural worker,High,short-term,Couple,0.6000000000000001,ChIJxWtDYane4EcRT33riRnFGFw,night_life,5
e6fdacee-c748-44ef-b537-734a5947a24f,Female,hollyharrison,Foreigner,51,Western Europe,traditional rural,Low,short-term,Couple,0.7000000000000001,ChIJbanfBxTe4EcRsJH4xD1YZy4,cultural,5
